Probe	1H	4H	10H	20H	28H	36H	44H	48H	72H	1W	4W
Ttk	-0.059296608	-0.101590135	-0.083849761	0.003025188	0.404538184	1.885013879	3.103967741	2.939449572	2.136491349	0.579299837	0.070876817
Racgap1	-0.062359417	-0.086031126	-0.076202063	-0.02603148	0.536380921	1.508337417	3.119596436	3.056773203	2.322842985	0.573696454	0.047792147
Prg4	0.155256992	1.834002565	1.894080308	2.269070855	1.960486252	2.269516548	3.104323132	3.023931011	3.066270805	1.934602351	0.307827283
Alas1	1.693951998	1.883085209	2.796978944	1.136983537	2.621924807	2.82528786	1.392084205	1.458112677	1.732705498	0.098614636	-0.718379952
Nr0b2	-1.198806357	-3.327006299	-2.039259916	-1.625425988	-0.283239681	-0.370144805	-0.494337874	-0.963544462	-0.661526537	-0.09781238	0.018567221
Mup-ps17	0.23158431	0.557667945	-0.680487936	-1.356138105	-1.209718768	-1.106589874	-2.325023774	-1.580016856	-2.423115314	-1.09835633	1.100544293
Aox3	0.057587145	-0.565199266	-3.346772617	-1.565890133	-1.632164577	-1.328126046	-2.093809774	-1.527823399	-1.361556773	-0.172593488	0.530455681
Arhgap11a	-0.035696282	-0.106466714	-0.044173223	0.108895687	0.48192373	1.828332498	3.122256528	3.006636484	2.19294558	0.579079725	0.160819569
mmu-mir-2134-4	-0.316018217	0.376072579	-0.994274779	-1.079310612	-0.860182873	-0.043830078	-1.055842889	-1.43430397	-0.428054585	-0.889307188	0.30183076
Arntl	-0.204575764	-0.617209084	-2.465206632	0.065811132	-1.829448597	-2.758469525	-0.039156673	0.154469427	0.099994518	0.278674437	0.104906513
Ifi27l2b	-0.24516746	-0.174088307	1.160208589	1.846089474	2.049858797	2.270407493	2.245599335	2.242240209	2.858716348	1.558595194	0.140374174
Gm15611	0.875555657	2.246893777	2.281119564	2.511383528	3.205969461	1.544128215	2.128555022	2.321686401	0.53650327	0.451427456	1.523263248
Gm11695	0.23945772	1.395431106	2.959652562	1.650624188	2.563884422	2.746824755	1.717868114	1.079430173	2.1225914	1.101986106	0.064740335
Cdkn2c	-0.27144098	-0.693764317	-0.394484762	-0.074443579	0.356319658	1.680410241	2.932689549	2.602119526	1.941655262	0.946995149	0.28148827
Hmgb2	0.091439638	-0.481369693	-0.205746914	-0.271124645	0.587483932	1.673937634	3.145033041	2.49464342	1.778463978	0.501094753	-0.030637479
Ncapd2	-0.167950849	-0.161486353	0.163619934	0.257397095	0.580168281	2.05156132	3.133890385	2.860953964	2.102592574	0.619345875	0.153545717
Cgref1	-0.031149551	0.698596134	3.084079311	0.940406044	2.764034528	2.122545844	1.457508107	1.676020728	1.184516394	0.557075025	-0.009971677
Mup7	0.414258847	0.364083352	-0.624673254	-1.440815492	-0.959427248	-1.149819501	-2.383139039	-1.48098319	-2.545428847	-0.880879827	0.886464678
Chrna4	-1.100865029	-1.990114576	-2.091663052	-2.021870349	-2.104785474	-1.73484511	-1.57331701	-1.361785189	1.456142114	0.269067537	0.142708307
Tsku	0.638501427	-0.436345297	1.379827247	1.824485477	-0.159958671	2.655670014	1.685186236	1.09136839	1.31197119	0.119040862	-0.022573885
Fen1	-0.307421696	-0.147908415	0.189360973	0.367194337	0.694441598	2.670007644	2.975580987	2.316380068	1.49603894	0.451241064	0.065017232
Srebf1	-0.24791159	-1.841374871	-1.935226541	-0.676135708	-1.612017243	0.300254424	-0.172917371	-0.196190353	1.192797963	0.971965403	1.017809434
Pim3	2.044557631	2.196272217	0.671456896	-0.122104635	1.190602774	0.180469011	-0.358353812	0.093420405	-0.222476395	-1.048837516	-0.750659191
Gtse1	0.284500324	-0.005613903	0.048517304	0.115482855	0.557414634	1.951743925	3.282821953	2.928470903	2.115162534	0.540151843	0.05941945
Mybl1	-0.03517602	-0.020142477	0.159773917	0.300023201	0.288444249	2.683535911	3.046344122	2.20130127	2.087757215	0.575153433	0.105544796
mt-Tq	1.339916066	0.346674114	-0.702254551	-0.420438394	-0.118751451	-1.17514161	0.239089525	0.70883955	-0.91998386	-0.612234302	0.305616921
Mup17	0.543730077	0.591036461	-0.464034096	-1.144787842	-0.931374199	-0.944629315	-2.291719901	-1.273868721	-2.36796454	-0.821425342	1.011182669
Kifc1	-0.055926914	-0.080963756	-0.075038062	0.007843811	0.550217802	1.711374674	3.065112792	2.948399027	2.030307972	0.436546891	0.077063019
Plk3	2.446076082	1.625928005	2.070235068	0.626497869	1.70078816	0.454701312	0.738787687	0.821749061	0.523267643	-0.141122723	-0.109323867
Gstm3	-0.421607254	-0.742462529	-1.568493457	-1.474959796	0.034868347	0.060065217	-0.308903663	0.844762099	1.914765138	0.511185198	-0.336551926
Foxm1	-0.048922312	-0.064908129	-0.057460229	0.043202078	0.413365446	1.642605658	3.279693522	2.837957121	2.063769958	0.539399764	0.049559529
Neurl1b	-0.099439017	-0.121316049	-0.098283015	0.037199951	0.237204497	1.494732642	3.170278819	2.814487954	2.147276475	0.440108756	0.054494555
Plin2	0.050920011	2.689511656	3.036380898	0.920070106	2.647798478	1.02164858	0.527163552	0.237405118	0.058838837	0.149984966	0.270430053
Mvd	-1.628175086	-2.991465996	-1.159357073	0.046995597	-0.734705329	0.059043594	-0.448135114	-0.502274268	1.010939213	0.49044685	-0.051527688
Ppp1r3b	0.404203447	-1.927506877	-2.442705389	0.054035278	-2.446283193	-0.813330797	-1.072609318	-1.191732035	-0.586297648	-0.545656911	-0.738756341
Lig1	-0.183806494	-0.388145413	-0.232073853	0.357576181	0.3335522	2.849058242	2.654388521	1.731000412	1.228207782	0.327151713	-0.04177012
Nrg4	0.28037002	2.377647773	2.961085757	0.772842335	2.25368512	2.041586471	1.328291125	1.427767095	1.434659211	0.133834163	0.001640217
Mup15	0.455803074	0.465133156	-0.594798131	-1.322869604	-0.894093829	-1.057458068	-2.329730208	-1.347767731	-2.463238649	-0.918267901	0.855772558
Ces1d	-0.11642518	-0.706258843	-3.120761112	-2.118049036	-3.000903741	-1.182169448	-1.028211381	-1.265101537	-1.337059972	-1.242609464	-0.364904755
Chaf1a	-0.03636058	-0.214444078	-4.88E-05	0.436662799	0.605346521	2.870581022	2.678899406	2.096476086	1.448526574	0.333780103	0.183657994
Ddc	-0.260004006	-1.857046508	-2.736930346	-0.684194757	-1.425783166	-2.098996152	-0.65604648	-0.352582231	-0.07951952	0.11550197	-0.008917157
Slfn9	-0.159981279	-0.109514326	-0.235115867	0.470619979	0.346521847	2.958879605	2.538297315	1.805774917	1.281189015	0.727714396	0.275819132
Gpcpd1	2.180681155	1.91983056	1.733005127	0.285305362	2.15881421	0.887317905	-0.547627034	-0.273065148	-0.594839416	-0.084530522	0.457227422
Akr1b7	0.122307738	0.294205677	0.827693263	0.563946141	0.43393439	2.08908054	1.519380275	1.502176578	3.724651207	0.480740739	-0.30767639
Tacc2	0.229726231	3.308370992	1.33194085	1.088290527	1.533937098	0.276536189	1.657953679	1.653194887	1.437123702	0.408160555	-0.283034985
Tsc22d3	0.413660311	-2.508610042	-1.69721162	-0.678704858	-2.494100832	-0.728790175	-1.170017016	-1.028470886	-0.675534881	-1.265078447	-1.652144991
Mcm4	-0.173844022	0.328392378	0.563861617	0.653042735	1.175609817	3.323720238	2.258455412	1.582624683	0.894469968	0.32452919	0.235358207
Slpi	0.085321234	0.793530689	1.673856627	1.604847852	2.437102069	2.204788766	2.390316153	1.886562162	2.811279005	0.662900456	-0.472343431
Iqgap3	-0.023032443	-0.038810345	-0.046527842	0.045666237	0.444017591	1.410991625	3.212329319	2.87451099	1.989577966	0.443477393	0.068534652
Tubb5	-0.433981778	-1.34021176	0.20416025	0.617012522	0.067226014	1.58728364	2.788811567	2.178061246	1.212146232	0.226241029	0.11825637
Cdca5	-0.061240166	-0.125136659	-0.102564227	0.089544799	0.542043509	2.007550951	3.093553134	2.588984826	1.587150001	0.44465597	-0.030731906
Slc22a5	0.741527171	2.752832833	2.981936156	1.509125041	2.464840352	1.8980347	0.746915232	0.589977256	-0.005619926	0.07644776	0.196447134
Slc22a7	-0.417240969	-1.033110197	-2.565542833	-0.712318243	0.206445963	0.004187378	-0.082006693	0.24074873	-0.003138433	1.107790668	0.018787972
Hpx	0.117855386	1.674738515	2.322370442	2.689910539	2.669760479	2.482351691	2.671039254	2.457581869	2.174275657	1.436034667	0.240143903
Tuba1b	-0.216448068	-0.727676011	-0.001337426	0.706412548	0.481368998	1.480847305	2.735476295	2.621892677	1.710682989	0.304003971	0.084179934
Gm13773	-0.300924491	-0.544428575	-1.911865324	-2.236526245	-2.43412748	-2.546499353	-2.653567973	-2.573040488	-2.630923319	-1.39241493	0.25921218
Kif2c	-0.048374838	-0.064844231	-0.058489053	-0.019402669	0.458185081	1.230347303	2.952607634	2.997025795	1.935523135	0.443271797	0.094244841
Cib3	-0.937848393	-1.790729694	-1.551232192	-2.295982448	-1.28242831	-1.070886603	-2.332240081	-1.984851327	-1.188471697	0.680072047	0.47754456
Mup14	0.362867743	0.416854984	-0.614557893	-1.242933063	-0.923047449	-0.994291337	-2.226438768	-1.317433592	-2.306632115	-0.721279115	1.003826006
Fkbp5	1.366705604	1.890557505	1.412348443	0.60123251	0.664161657	1.084825358	0.007967162	0.256709979	0.012389918	-1.214444093	-1.762559756
mmu-mir-2134-4	-0.272388911	0.316032491	-0.958282417	-1.061071002	-0.771731175	-0.03833459	-0.978669202	-1.285932062	-0.298380535	-0.742646251	0.23054086
Cdt1	0.063751997	-0.489495904	0.657990532	0.457456895	1.192357504	3.227412423	1.886013519	1.343131093	0.732900189	0.295601254	0.156383118
Lepr	0.482080498	1.433543265	2.785425997	0.918647046	2.538557134	2.409243145	1.292507424	1.153087322	0.959417089	0.174315433	-0.126459689
Serpina6	-0.159637714	-0.962883988	-2.686102451	-2.108608762	-1.791215261	-0.472824305	-1.012515215	-0.664036092	0.132414255	0.217092157	-0.219970714
Dhrs3	-0.787834259	-2.498316915	-3.258597827	-0.891454507	-1.840380631	-2.197902458	-1.317301658	-1.124477916	-1.058021838	-0.257185309	-0.292952244
Hhex	-2.118877151	-2.153291103	0.015827117	0.517691604	0.018835096	-0.097675576	0.299112455	-0.233850413	0.149465796	-0.090693704	-0.023940335
Slc25a47	1.872138801	1.37462827	1.757107505	0.441079633	2.025114927	-0.119198966	-0.09910858	-0.1705041	-0.903308427	-0.375707131	-0.879214027
Kcnk5	0.57131903	-2.940091911	-1.23790513	-0.711569042	-1.537692312	0.377962047	0.003322801	-0.27736344	-0.258375449	-0.012433345	-0.68749178
Pfkfb3	1.472947002	2.99044848	1.068274683	0.483251934	0.161137787	0.962450769	0.324812805	0.346696243	-0.008872459	-0.836561921	-0.902377063
Serpina12	-0.184456196	-0.595750031	-1.238099045	-1.46181115	-1.247442278	-2.152565275	-2.816920828	-2.539165032	-2.705901268	-1.477632825	-0.290762873
2810408I11Rik	-0.402423346	-0.669604302	0.69080356	0.800760486	1.371228925	2.624357588	2.457035833	1.764261	1.172181944	0.115340684	-0.058382371
Eif4ebp3	0.761923517	1.49050987	0.557088924	-0.365366922	0.400646546	-0.043293356	-0.957130951	-0.986253213	-0.760633609	-1.253318654	-0.689889982
Gdf15	2.689114918	0.984864977	0.974427617	-0.449841582	1.129390138	0.897065511	1.105987764	0.357255766	0.510890064	0.453427072	0.087390698
Apol7a	-0.755466314	-2.992125891	-1.605244512	-0.140849707	-1.671997376	-0.271870211	-0.957364322	-0.797051213	-0.217446068	0.262476022	0.329719307
Gm8399	1.726932686	3.02987613	2.366966351	0.679565138	2.538646184	2.346179232	2.258734205	1.647246882	1.231769699	0.313023967	0.409668392
Mup12	0.396267019	0.439040681	-0.616504386	-1.255469503	-0.907261554	-1.047334367	-2.232634009	-1.290940109	-2.366158634	-0.82942638	0.844616959
Mup1	0.390655614	0.457491612	-0.61487461	-1.243671747	-0.90986142	-1.036443061	-2.220439297	-1.278137623	-2.352726164	-0.834765493	0.861162027
Ugt2b1	-0.045366584	-0.814731097	-1.912572331	-2.5167137	-2.422865097	-2.280008548	-2.222631977	-2.198195946	-1.840364583	-0.455687591	0.23559626
Ncaph	-0.025633788	-0.148703788	0.016824936	0.11903001	0.442276902	1.977849753	2.89342969	2.498454623	1.813467458	0.371754002	0.087281934
Acot1	0.135497679	0.981798467	0.893233699	-0.180858304	0.804539338	1.309081255	-0.228819711	-0.453493795	-0.815322398	-1.245978821	-0.907343778
AC126942.1	0.335110288	-0.762095702	0.950361898	-0.288021681	0.046092522	-0.492845218	-1.150750424	-0.121301739	-0.079719673	-0.694315832	0.27646245
Ces3b	0.043079014	-0.509369028	-1.426423505	-1.499384426	-1.786332206	-2.235848589	-2.667372502	-2.462754501	-2.30974361	-0.254327679	0.33974404
1810055G02Rik	1.879448747	2.350730853	1.632539801	0.802002276	1.938539396	0.631442816	0.28851139	0.5329048	-0.023813424	-0.688350903	-0.872298378
Reep4	-0.494799497	-1.49664415	0.036334015	0.07925333	0.379928278	0.854642763	2.293093605	2.43288182	1.357038281	0.276201688	-0.093012719
C330027C09Rik	-0.031290886	-0.084293251	-0.003692961	0.142812605	0.367664052	1.749759728	2.554051	2.813061725	1.90687021	0.486570561	0.145192442
Cntnap1	-0.009756577	1.119492292	2.938825692	0.970019443	2.240753653	1.86157525	0.850788868	0.542693959	0.468347393	0.373334802	0.101785375
Herpud1	0.771784717	-1.53665491	-0.834021811	-1.19503773	-1.350634639	-0.806033853	-0.90888789	-0.03846311	-0.480783398	-1.281977196	-1.164190396
Ndc80	-0.084712396	-0.092384006	-0.088884141	0.00072126	0.441319668	1.584420267	2.869644881	2.634645691	1.811714973	0.488779132	0.043064007
Rab30	1.249232827	2.211056572	2.556828303	1.359780832	2.507673345	0.526950284	0.3433585	0.518376289	-0.095152272	-0.091512093	-0.302806551
Bub1b	-0.08479368	-0.063379426	-0.076528863	0.004412523	0.380223746	1.661463909	2.746094526	2.611281181	1.959980952	0.481600633	0.145667802
BC029214	-0.772753921	-1.835793971	-2.354562748	-1.271302671	-1.77144193	-0.481493258	-0.560034897	-0.978688884	-0.353205645	0.711995475	0.026206846
Ces1e	-0.429941648	-0.717737321	-1.956212956	-2.407832256	-3.041795596	-2.489014717	-2.648859478	-2.547107852	-2.015655906	-1.431917134	-0.274420824
Fdft1	-1.177478118	-2.598520405	-1.798985649	-0.134230973	-0.940399888	0.065857247	-0.365799143	-0.484105882	0.311597302	-0.001689492	-0.445006736
Abhd2	-0.023819329	0.181796561	2.008154754	1.753049203	2.253688426	2.681417557	2.177631563	1.675058595	1.89627098	0.983244748	0.041033633
Ces1f	-0.305906235	-0.825646528	-2.856893091	-2.336675482	-2.14473845	-2.091111956	-1.89074595	-1.875001407	-1.552310593	-0.828039596	-0.053938583
Gm15441	0.123517548	1.084445694	2.451590304	0.608980117	1.344976995	1.885855066	0.089551083	0.160860836	0.020012084	-0.037969806	-0.09087254
Gm14150	-0.132493514	-0.623533625	0.08467256	0.777985905	0.482081963	1.421085357	2.616421655	2.534381905	1.688662768	0.38740459	0.171329261
Ncapg2	-0.0718381	-0.115115038	-0.067856764	0.22931574	0.335455935	2.526273195	2.643938527	1.872896682	1.301758375	0.335148629	-0.001932315
Fgf21	0.955520262	0.555778534	2.349879066	0.999577387	2.664215018	1.100579903	0.153611926	0.183503792	-0.240631988	0.043680676	0.042104686
Bmper	0.009331803	0.700008609	3.012429541	1.319169844	2.098336284	1.616228835	1.794821235	1.030631266	1.531620485	0.467978284	0.010576587
Gm11843	0.680347972	1.065613517	1.959938353	1.751593339	2.411060451	0.852705109	2.443428932	2.058090006	1.230570952	0.410395209	-0.598582758
Acly	-0.385697349	-1.04969387	-2.128947251	-1.356709942	-2.004125453	-0.987322494	-1.105594191	-1.147191773	1.152862214	0.492397249	0.173259743
Klf10	2.554933328	2.07817179	1.440148008	0.265580346	0.462806152	0.177854238	-0.448948355	0.115819326	0.000340228	-0.440492323	-0.306311271
Nr1i3	-0.699113143	-1.940051371	0.637966574	0.886508644	-0.246193162	0.8280771	-0.274350293	-0.388190296	-0.786013892	-0.644672768	-0.435305565
Cyp4a12b	-0.014315709	-0.376562275	-0.757371831	-1.065533772	-1.285298205	-1.743914112	-2.207745677	-2.154092897	-2.490250474	-0.433073543	0.874538274
Gsta4	-0.099683626	-0.770493145	-1.417418348	-2.417689222	-1.495134528	-0.440706041	-0.5145133	-0.176092943	0.819551475	0.414007661	0.109959071
Slc41a2	-0.045103601	2.839219249	1.541009125	2.0443862	1.833500086	1.529283953	2.475759218	2.213194483	2.453256303	1.686827272	1.069556236
Cyp7b1	0.526143806	0.353192645	0.431849297	-0.03890831	0.165535967	-1.25570601	-1.77297795	-1.24408134	-2.040594784	-0.908675855	0.725857374
Cml5	-0.610509434	-2.323340052	-2.19826442	-1.247952791	-2.294750533	-2.221045778	-1.85293892	-1.915103033	-0.494263433	-0.450508465	0.017409065
Atf3	3.06835825	1.292749014	0.918550709	0.618991338	1.579214534	1.917800372	1.048636839	0.804049707	1.552843066	0.347624483	0.101436643
Tlr12	-0.633744606	-0.548816059	2.16583528	1.158101615	1.788288019	1.165420571	0.88013755	0.543386912	0.285201656	0.96361869	0.276152345
Slc46a3	-0.584455829	-2.407754505	-1.573469524	-0.250735899	-0.944694007	0.352839701	0.470549812	0.540929604	0.256977152	1.121516393	0.442379093
Arrdc3	-1.344263234	-2.297073983	-0.33733359	-0.267674823	-0.173551412	0.28735112	-1.254006001	-1.189427711	-1.170381706	0.465655478	0.052954614
Pcsk9	-1.212287186	-1.465739471	-0.713486484	0.590298145	-0.427662021	1.011214705	0.791363452	0.528576158	1.567592167	0.295935465	0.093226697
Fam134b	1.473195745	1.629269757	-0.362238624	-0.63771398	0.454567317	-0.724487241	-0.896971013	-0.49322194	-0.671336346	-0.841220618	-0.957896179
Cebpb	1.366248096	2.143157899	0.514270318	0.12607223	0.171113642	0.462186125	0.115559794	-0.054565798	-0.113711983	-1.034920764	-0.439055622
Adra1b	-0.268586333	-1.414474647	-2.88732268	-0.585365318	-1.700440503	-1.738956123	-0.708857041	-0.643316809	-0.099253747	-0.046213728	0.10102076
Hbb-b1	0.014443873	-0.822617966	0.120597736	-0.388990571	1.297681288	1.057540889	1.094416095	0.343555953	0.744620219	1.625674681	0.192830695
N4bp2l1	-0.088524463	-2.878501564	-2.372574904	-1.641664041	-2.346230883	-1.658425661	-2.295122633	-1.753473875	-2.232331528	-0.916953033	-0.982755604
Akr1c14	-0.250821581	-1.620531934	-3.107235934	-0.899159168	-1.92142774	-1.193034294	-0.890965248	-0.517634262	-0.518943011	-0.012341026	-0.136916145
Atad2	-0.156085031	-0.306510142	0.229800608	0.243067006	0.460216683	2.52500533	2.477661119	1.919378447	1.378112177	0.353140869	-0.032423925
Mup11	0.307843598	0.429047354	-0.650693753	-1.16569398	-0.906350976	-0.99322876	-2.149941937	-1.203699181	-2.22047438	-0.916405541	0.758542825
Arl4d	-0.193065409	-2.581079293	-1.423530079	-1.054279398	-0.811019023	-1.695366488	-1.187540207	-1.038492542	-1.135688757	-0.58410209	-1.075557526
Gm8203	-0.234311279	-0.765708249	-1.06715196	-0.502731939	-0.171249118	1.128388167	2.041692548	1.996348989	1.287602254	-0.024902399	-0.373748729
Serpina10	-0.172179718	2.086287905	2.151685616	1.799010668	1.972198616	1.285002215	2.051327935	1.935204165	1.446112428	0.659185667	-0.030085687
Zwilch	-0.04547822	-0.059615911	0.02570968	0.2055107	0.378629462	2.09099221	2.637061971	2.302683722	1.685894967	0.329936356	0.01664488
Oip5	-0.05892004	-0.092711679	0.088438752	0.167293677	0.397148558	1.873283697	2.70495165	2.419500384	1.721545862	0.316555947	0.083882746
Pmvk	-0.874586148	-2.25193403	-2.432460496	-0.941405065	-1.608973283	-1.160773334	-0.639973573	-0.881654867	0.563235069	-0.390776849	-0.907582317
Hba-a2	0.025298502	-1.002603232	-0.007672613	-0.591117727	1.258000548	1.021064614	0.96643181	0.226562456	0.685425413	1.43956266	0.183342729
Aldh1b1	-0.403111657	-1.906864589	-1.564427333	-0.255733323	0.014154122	0.228094546	0.392221566	0.644520861	1.783248852	1.465440921	0.24222869
Spon2	-0.636184097	-1.750949053	-1.223425988	0.770089366	-0.430152901	-0.567762183	0.48540692	1.027684292	0.31280566	0.411608866	-0.01855978
A1bg	-0.200798236	0.040133034	1.253995036	1.475695486	1.338224139	1.139935346	1.58748193	1.274677063	2.057013763	0.166111907	-0.200746308
Col3a1	-0.475307628	-1.061040047	-1.06051486	0.017253491	0.135885548	0.787659818	1.223142867	1.334732614	1.38569208	1.133322267	0.046859914
